Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Poor communication,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73297880.htm,1.0,"Feb 3, 2023",Financial Associate,"Former Employee, more than 1 year",,Pros,They have great benefits and pay is decent.,Cons,They’re completely unorganized in the workplace investments department there is so miscommunication and lack of communication. Make sure you don’t have health issues because they will fire you while being on Fmla and gone on STD.,4
Study,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73401350.htm,4.0,"Feb 7, 2023",Customer Relationship Advocate,"Current Employee, less than 1 year","Durham, NC",Pros,Hybrid work environment is great.,Cons,A lot of micromanaging forced on team leaders.,1
Overworked,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73452897.htm,1.0,"Feb 8, 2023",Fraud Customer Response Specialist,Current Employee,,Pros,"You get to help people, tier 3",Cons,"Burn out, mandatory overtime, long hold times, under staffing, disconnect between employees and management, culture of fake positivity, promotions are not based on merit but connections",5
Great place,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73735622.htm,4.0,"Feb 17, 2023",Customer Service Representative,Current Employee,"Westlake, TX",Pros,Wfh and benefits vacation time,Cons,Micromanaged picky about every litter thing,
"Amazing company, amazing growth",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73413638.htm,5.0,"Feb 7, 2023",Workplace Planning Consultant II,"Current Employee, more than 1 year","Jacksonville, FL",Pros,"Great benefits, great work life balance, lots of opportunities.",Cons,Can feel stuck in the financial industry.,
Solid company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69775870.htm,4.0,"Oct 4, 2022",Quality Assurance Engineer,"Former Employee, more than 3 years","Westlake, TX",Pros,Everyone is nice for the most part. The only way it won't work for you is if you do not like working in a corporate culture. I really enjoyed basically everyone I worked with.,Cons,"Bad politics, but this is common in every corporate company. I was fired in part because I worked from home. I worked from home as often as I could because I felt I was more productive. Then two years later covid hit and then some of my same coworkers worked remotely for nearly two years before coming back to the office.",
Salary caps for older workers,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68951780.htm,1.0,"Sep 12, 2022",Wealth Management Service Representative,"Current Employee, more than 10 years",,Pros,"Coworkers, Flexible work schedule, diverse responsibilities",Cons,"Caps salary around $63k for older workers in New Hampshire so your pay after taxes is about $2500/month. Average rent in Merrimack is $2000 or you can move an hour north and pay $1500 but gas/car expenses wipe out those savings. No overtime available and they never give cost of living adjustments. All promotions, even to a higher salary grade, come with no raises. Most benefits for younger workers. HR determines salary cap but they seem clueless on how expensive it is to live here. Utilities are doubling this year now, and inflation is surging so I am taking a huge pay cut every year. Disappointed that Fidelity is so cheap.",3
Just fine,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73416589.htm,4.0,"Feb 7, 2023",Administrative Assistant,"Former Employee, more than 1 year","Riverside, CA",Pros,Benefits Set way of doing things,Cons,No upward mobility for part times,
Good WLB,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72233083.htm,4.0,"Jan 1, 2023",Senior Data Scientist,"Current Employee, more than 1 year","Boston, MA",Pros,"WLB is good in general (but depends on the team, of course). Lots of resources and opportunities to learn and grow. A very stable company with good culture (in general).",Cons,"At times, it can feel bureaucratic and doesn't have the agility of a tech company.",
Extremely Friendly Work Environment,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71571133.htm,5.0,"Dec 2, 2022",Associate,"Current Employee, more than 1 year",,Pros,"Fidelity is extremely inclusive, progressive, and a fun place to work. Everyone is willing to help whether you are on the same team or not. Lots of flexibility in your role and you can move around to different teams with ease to get a variety of exprience.",Cons,"Pay can be a little on the low end, but benefits make up for it.",
Decent Pay & Easy Work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72266388.htm,3.0,"Jan 2, 2023",Associate Software Engineer,"Former Employee, less than 1 year","Smithfield, RI",Pros,- Easy work assignments - Above-average compensation - Flexible time off - Generally friendly coworkers,Cons,- Low compensation for tech roles - Slow technology adoption - Bureaucracy is particularly annoying at Fidelity,
"College Grads Beware, this is a call center",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW61118626.htm,1.0,"Mar 13, 2022",Anonymous,"Former Employee, less than 1 year",,Pros,"benefits, beautiful campus, work life balance",Cons,"During the interview process, they change the wording to make it seem like it’s not a call center, but it is. We take calls back to back and follow a strict schedule. If we don’t follow the schedule, then we get yelled at by our managers. I was in a post grad rotation program and our managers basically treat us like kids. It’s pretty cringey and not professional. I felt like I was still in high school going through this program and I don’t really feel much growth. I didn’t go through college just to be stuck in a call center role, getting berated by customers on the daily. I felt like I was lied to during the interview process, because they market this opportunity in such a different way. Just tell us straight up that this is a call center and not waste anyone’s time. Majority of the roles within the company are call center positions, so there’s no way getting off the phones. The one thing I don’t understand about this company, is that the pay is so bad, but people are still so enthusiastic about their job, getting yelled at by customers and being “customer obsessed.”It gives off cultish vibes. Anyways, it takes a certain personality to really like being on the phones and following a strict schedule with a timed 30 minute lunch.",7
"One step forward, two steps back",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73015404.htm,1.0,"Jan 26, 2023",Anonymous Employee,"Current Employee, more than 3 years","Raleigh, NC",Pros,Benefits like contribution matching are good,Cons,"Behind the times and regressing into stone age policies like forced time in the office, no flexibility",6
Awesome Employeer,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72068468.htm,5.0,"Dec 22, 2022",Investment Solutions Representative,"Current Employee, more than 1 year","Salt Lake City, UT",Pros,- Best Work Culture ever - Excellent Benefits -23 days PTO to start - increases over time,Cons,"- It is still a call center, so if you aren't able to do that kind of work it just wont be a good fit.",
Answered incoming calls about current account inquires,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72705713.htm,5.0,"Jan 17, 2023",Phone Agent,"Former Employee, less than 1 year","Westlake, TX",Pros,"Great communication from managers and team members. Very flexible hours, easy to take vacation, all to set your own schedule",Cons,Don't really have any cons,
could be great,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58933966.htm,3.0,"Feb 1, 2022",Processor,"Current Employee, more than 3 years",,Pros,"easy to get in through customer service and phone role
decent pay to get out of other lower paying industry. 
decent benefits package 
upward mobility available
there are a lot of people who have been with the company for decades and love it.",Cons,"self paced training which basically teaches you the bare minimum. 
a lot of trial and error, you learn by making mistakes everyday. 
a lot of research while having time constraints 
its a lot of work. and it can take anywhere from 3 months to a year to stop feeling like a ball of anxious mess, 
theres a certain level of fear mongering that is used to make sure you do the job like they want you too. probably not best if you already struggle with anxiety. it will definitely kick it up a notch... a couple notches. 
they calculate more stats than you can even think of. these stats will be thrown at you daily and you will be asked to explain every bit if its out of the desired window. bonuses and pay increases depend on that. 
if any of these feel like pros to you then it may be the right fit for you.",1
Great company but needs a little move focus on current employees,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67962561.htm,4.0,"Aug 16, 2022",Anonymous Employee,"Current Employee, more than 8 years",,Pros,"Fidelity is a fantastic company, they really take care of their people! From the start of the pandemic, it was a smooth transition to WFH. Even now they provide support and resources to all of their employees.",Cons,"It's not as easy as they say to move around, it's about who know. I've worked at the company for 10 yrs. Yes, I've moved around but it wasn't easy, especially when it comes to being paid my worth. I feel like that is something that needs to be worked on.",
I love what we do for our customers and working with great people!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72429047.htm,5.0,"Jan 8, 2023",Anonymous Employee,"Current Employee, more than 8 years","Raleigh, NC",Pros,"Benefits, PTO and the people!",Cons,Forcing specific time to be in office,1
Great workplace! makes you feel you are valued!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72156455.htm,5.0,"Dec 27, 2022",Anonymous Employee,"Current Employee, less than 1 year","Merrimack, NH",Pros,-Best workplace environment. -Smart team members. -Fidelity puts employees first and makes sure you have an environment to grow. -Great employee benefits.,Cons,Base pay could have been a little better.,
Great Org Depending on where you are,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71888674.htm,4.0,"Dec 15, 2022",Human Resources,"Former Employee, more than 8 years","Albuquerque, NM",Pros,Strong Company that will last,Cons,Your experience of the company depends on where you are located. Some states are treated better than others. I wouldn't recommend NM as the environment and opportunities there is questionable. Partners in other states have a better experience of working for the brand,
Fantastic Benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73247262.htm,5.0,"Feb 2, 2023",Financial Associate,Current Employee,,Pros,Pays you to get your license,Cons,Call Center - lots of calls starting off,
They are who they say they are,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72831320.htm,3.0,"Jan 20, 2023",Financial Associate,Current Employee,"Durham, NC",Pros,Great benefits and bonus opportunities,Cons,Can be extremely stressful during peak seasons. Frequent internal changes but that's kind of expected for a financial company.,
"Great experience, company really cares about its employees and customers.",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72405243.htm,5.0,"Jan 7, 2023",Anonymous Employee,"Current Employee, more than 5 years","Salt Lake City, UT",Pros,"Great benefits, company is always improving things",Cons,"Big company, you can get lost or have to wait for promotions",
Amazing place to be comfortable,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72398180.htm,5.0,"Jan 6, 2023",Planning Consultant,"Current Employee, more than 3 years","Chicago, IL",Pros,"Planning consultants have great work life balance, great compensation. Best job I've ever had.",Cons,NOT A PRODUCING ROLE! If you are looking to be comfortable PC is the way to go,
Abby J for President.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66623260.htm,5.0,"Jul 12, 2022",Workplace Planning Consultant II,"Current Employee, more than 3 years","Salt Lake City, UT",Pros,"Casually getting a 10% base bump recently and bonus payouts through the roof? They said this day would come, but here we are. Paying us to not only stay, but bring in top talent. 

Thanks Abby J. Really though. I make an impact every day. Nothing means more if you're honest with yourself. Always doing what's best for the client. If you work hard, you will be compensated.",Cons,One bad manager out of the 4 others that truly changed the trajectory of my life. Still keep in touch with previous managers. It takes you by surprise when you get a mediocre leader because the bar is set so high. Crush it and you'll be out in no time. Not a place for entitled individuals or those who don't work hard.,
Great Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73227107.htm,5.0,"Feb 1, 2023",Customer Relationship Advocate,"Current Employee, less than 1 year","Smithfield, RI",Pros,"Pay, Benefits, Training for licensing",Cons,None I can think of,
Overall great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72239845.htm,5.0,"Jan 1, 2023",Relationship Manager,"Current Employee, less than 1 year","Austin, TX",Pros,Genuine people. Great pay. Fun place to work. Management truly cares about employees and wants to see people excel.,Cons,"In an effort to always make things better, systems that work well get changed often.",
Career,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW70219607.htm,4.0,"Oct 17, 2022",Managing Director,"Current Employee, more than 3 years","Jacksonville, FL",Pros,"Plenty of avenues to pursue career wise, lots of upward potential, and great support system generally speaking.",Cons,"Compensation does not feel true to market. They also sell promotions and job changes on ""potential"" instead of compensation. I recently capped out the current path, and had limited options of what to pursue next. I had to accept the ""potential"" sales pitch, and took a hefty pay cut. They would not even match current income with the job change even though it was discussed as a ""destination role"" and promotion.",
Great Training,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72045398.htm,5.0,"Dec 21, 2022",Client Service Associate,"Current Employee, more than 1 year","Westlake, TX",Pros,*This company will give you great client services training applicable to all financial service roles! You can learn so much here in terms of financial education that you can get branch to many different roles and companies in finance.,Cons,They run a tight ship.,
Strong Program,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72166146.htm,5.0,"Dec 28, 2022",Research Associate,"Former Employee, more than 3 years","Boston, MA",Pros,"Good training and exposure in investment research for recent college grads, coupled with strong branding. Some asset classes offer strong performers upward mobility and chance to get promoted to career-track analyst roles.",Cons,Nothing comes to mind at the moment.,
Good employer,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72956493.htm,5.0,"Jan 24, 2023",Vice President,"Current Employee, more than 8 years",,Pros,Great employee benefits; financially sound company,Cons,Manage by consensus which holds back some innovation,
Not Like It Used To Be,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW70304808.htm,3.0,"Oct 19, 2022",Senior Executive Assistant,"Current Employee, more than 8 years",,Pros,"You were proud to say you worked at Fidelity - still am. However, it's not the same company. You felt valued and appreciated. Not any more.",Cons,"Constantly finding ways to reduce salaries. Never have experienced a company that often offers early retirement so they can weed out the older generation for the younger, less experience and inexpensive talent. If you're an older employee and decline the early retirement you will eventually be laid off. Not the same company since Bob Reynolds left.",
Lack diversity,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74327300.htm,1.0,"Mar 8, 2023",Financial Consultant,Current Employee,,Pros,Flexibility Close to home Good training program,Cons,Stressful Unfriendly Over worked Lack diversity,1
SaFe Scrum Master,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72532984.htm,5.0,"Jan 11, 2023",Project Manager/Scrum Master,Current Employee,,Pros,Great company to work with and i learnt alot from them,Cons,They still need to improve on their staffing situation.,
Under the Veil,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW56356469.htm,2.0,"Dec 7, 2021",Workplace Planning Consultant II,"Former Employee, more than 3 years","Jacksonville, FL",Pros,"Learn Finance, Good starter Job, Updated Offices",Cons,"Fidelity leaders grind their workers to no end (you will be burnt out quick). Plan on taking 70-100 calls a day.

No work/life balance. Fidelity preaches Work/Life Balance while also requiring you to work mandatory overtime the second you get licensed. 

Benefits are only good if you stay with firm long term (Schwab's 401k vest starting day 1, Fidelity requires you to stay for 5 year). 

Pay is lowest amongst other firms. 

You can be most talented candidate for promotion, but if you don't fit the firms ""Diversity and Inclusion"" efforts.... a less qualified or not qualified candidate will fill the promotion (If you are a white male good luck).",8
Bad management and performative diversity and inclusion,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66517930.htm,3.0,"Jul 10, 2022",Systems Analyst,"Current Employee, more than 5 years",,Pros,"401K match 
Paid time off 
Flexible schedule when needed
Emphasis on growth and development",Cons,"Pay is lower than industry standards 
Promotions and pay increases are on a strict yearly cycle that is difficult to get around 
Promotions are unfairly awarded across BUs, which leads to frustration 
Bad management at all levels and you aren't able to do anything to change it 
Employee Relations does nothing for women who open up issues regarding discrimination and unfair treatment 
They say they are all about diversity and inclusion, but are horrible to people with disabilities 
Benefits are geared towards families and do not take in account those who don't have families/significant others
No separate sick time
Often feels as if upper management is completely disconnected from the reality of those below them",4
Overall a good conpany,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW70766562.htm,5.0,"Nov 3, 2022",Customer Relationship Advocate,"Current Employee, more than 1 year","Jacksonville, FL",Pros,"Not a difficult job, once you get the hang of it, and depending on your manager, they are usually very supportive.",Cons,"Pay seems lower than the rest of the industry, and they try to make up for it with ""company culture"". I would prefer less free snacks and more in my paycheck.",1
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72893005.htm,5.0,"Jan 23, 2023",Anonymous Employee,Current Employee,,Pros,"Benefits, pay, and work environment",Cons,none that I can think of,
None Inclusive,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66550785.htm,2.0,"Jul 11, 2022",Client Management,"Former Employee, more than 1 year","Westlake, TX",Pros,Excellent co-workers who are highly knowledgeable and are always willing to help. This extends over to the training staff as well who are always available to answer questions.,Cons,The company claims to be inclusive unless you're a Christian and communicates that to clients. The group is a very upward moving unit but the management staff isn't always up to the challenge and most have no experience working with advisory services as an associate and therefore have no idea how the job is done.,
Position in Flux,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73271624.htm,1.0,"Feb 2, 2023",Investment Solutions Representative,Current Employee,,Pros,Great colleagues. Gain with bonds/fixed income.,Cons,This position is in a major transition and it's a bit of a nightmare.,4
Great Culture!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72322067.htm,5.0,"Jan 4, 2023",FFIO Associate,"Current Employee, more than 1 year","Merrimack, NH",Pros,The benefits are very good! I love my team and manager. Asking questions and learning is encouraged. There is lots of room for mobility.,Cons,The base pay is low.,
Great flexible working environment,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71876745.htm,5.0,"Dec 14, 2022",Security Officer,"Former Employee, more than 1 year","Covington, KY",Pros,"the welcoming staff, seriously everyone is great. They were always willing to lend a hand. great employee perks/ events loved this place",Cons,have to get used to the 12-hour shifts. but you learn how to manage it/ prepare for the day,
Great company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71506574.htm,5.0,"Nov 30, 2022",Customer Relationship Advocate,"Current Employee, more than 1 year","Jacksonville, FL",Pros,They invest in your development and want you to grow and succeed,Cons,Still required to come into the office. Most positions are not fully remote.,
Great company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72810133.htm,5.0,"Jan 19, 2023",Premium Services Representative,Current Employee,,Pros,Pay is great Vacation day Health Advancement,Cons,Nothing it is a great company,
"Great People, Great Benefits",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67610380.htm,4.0,"Aug 6, 2022",Investment Solutions Representative,"Former Employee, more than 1 year","American Fork, UT",Pros,"- best of the best benefits (highest 401k match I’ve heard of, inexpensive yet comprehensive health care plans, etc) - Vast majority of people I worked with are amazing and great to work with - onboarding as someone coming from outside the financial services industry, they spend a lot of time and resources to make you successful and knowledgeable",Cons,"- most positions are in a call center (though at least in bound) - if you’re not into performance driven everything then think twice. I mean, most of your standing and benefits and top pick for desirable shifts will be dependent on how you perform in reference to your peers. If you don’t mind it, this may actually be a pro",1
So far so good,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67852426.htm,4.0,"Aug 12, 2022",Associate Software Engineer,"Current Employee, less than 1 year","Durham, NC",Pros,"I'm fresh blood, but all of my manager have been with the company for 10+ years. Several rode out the '08 recession and had multiple different careers within the company over that span. My role doesn't officially begin until October, so right now I'm in the LEAP training program. I would highly recommend LEAP to anyone starting out in software development because there is a strong culture of internal development and where else are you going to get 18 of dedicated job training prior to joining your team? Not to mention, the benefits are pretty great and hybrid working is the greatest.",Cons,I didn't get any relocation assistance and there are rumors about losing free lunch soon.,
Inconsistent,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73017875.htm,3.0,"Jan 26, 2023",Anonymous Employee,Current Employee,,Pros,Benefits Pay (depending on where you are),Cons,Inconsistent management Lack of structure,
Great Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71440685.htm,5.0,"Nov 28, 2022",Associate Software Engineer,"Current Employee, more than 1 year","Westlake, TX",Pros,- Great Benefits - Great Environment - Great WL balance - Great Campus - Stable Employment / No Layoffs,Cons,- Low base salary when compared to other tech positions - Pushing for in office. Unclear on end goal -- 1 week onsite? full time onsite?,
Good place to work but limited growth,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71748571.htm,3.0,"Dec 9, 2022",Lead Software Engineer,Former Employee,,Pros,"Open culture, interesting work and certain teams are working on very interesting projects. They value the culture of the company a lot and most employees end up staying for many years.",Cons,Limited growth opportunity. Getting a new idea through is difficult.,
Meh,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71232570.htm,3.0,"Nov 19, 2022",Customer Relationship Advocate,"Current Employee, more than 3 years","Greenwood Village, CO",Pros,"There are some good folks who work here, and my manager is among the best I have ever had.",Cons,"Pay is quite low, taking phone calls for 8 hours per day is soul crushing, hold times can be crazy. It is tough to move out of a phone role. Raises do not match inflation (even before 2022).",1
Lack of Diversity & Inclusion,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72385839.htm,1.0,"Jan 6, 2023",Anonymous Employee,"Former Employee, more than 1 year","Westlake, TX",Pros,"Beautiful campus, amazing cafeteria, great shares.",Cons,The culture is toxic and does not allow promotion for black people. You can literally be the least knowledgeable personal on your team and get promoted as long as you’re white.,4
Fidelity values its employees,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57157183.htm,4.0,"Dec 28, 2021",Software Developer,"Current Employee, more than 1 year","Westlake, TX",Pros,"* Inclusive culture
* Beautiful campuses
* Values employees (they were willing to locate and provide accommodations for Texas associates and their families who lost power/water when the state froze over for a week)",Cons,"* One size fits all mentality for computers (one of two reasons for the missing star)
* Lack of understanding the needs of test environments in agile development (one of two reasons for the missing star)
* Communication between “tribes”/products",1
NOT THE PLACE TO WORK IF YOU ARE A SINGLE PARENT,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60341813.htm,1.0,"Feb 26, 2022",Customer Relationship Advocate,"Former Employee, less than 1 year","Jacksonville, FL",Pros,Decent pay and sponsorship for licensing.,Cons,"Lack of consideration for single parents who work from home with children. 
If you upset management in any way they will turn their back on you. 
Management should be more considerate and truthful. 
If you use your PTO too soon, but dont go over your limit, they will look to terminate you. 
If you fail the exam one time they will terminate you. 
If you have to take care of your child they will terminate you. 
You put in so much effort and time to study for the Series 7 and if you fail they will look at you badly. 
All in all, if you have a child and are a single parent and think Fidelity will understand if you have to help your child....they WILL NOT and will terminate you if you are a great employee who does their job well.",9
Depends on team,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72583946.htm,4.0,"Jan 12, 2023",Senior Software Engineer,"Current Employee, more than 1 year","Raleigh, NC",Pros,Work life balance Learning culture,Cons,Career is determined by quality of manager,1
Disappointed after reading all the good hype,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68560958.htm,2.0,"Aug 31, 2022",Principle Software Engineer,"Current Employee, less than 1 year","Durham, NC",Pros,"The work is extremely easy . They have good benefits 401k and profit share. They have everything at the company that you can think of as far a technology, so lots to learn for entry level people. Has a decent corporate culture that encourages a good attitude and free speech.",Cons,"Fidelity lacks technical leadership as a whole and does not value it! They value attitude over all else which means they hire people they like and contract out technical folks. They are not lean and Agile, lots of bloat and middle managers. The environment is extremely political and they accomplish very little. It's extremely hard to get anything done with all bureaucracy, meetings. Lots of non-technical folks blowing hot air and not enough GOOD developers. 90% of their developers are not employees but contractors and turn over is very high. As far as fulltime employees go, Fidelity hires low-level tech folks who have a good attitude but lack experience which further exuberates and compounds not getting things done. Lots of silos and teams that only care about themselves, Cross team communication is probably the poorest I have ever experienced in my career. To add to it all, folks regularly switch teams and so you lose people you trained and you have to start over again. As a whole, in my opinion, it's not a great environment to write and test code in. Everything is always breaking and getting things fixed takes days not hours while your whole team is idle. This encourages idleness and apathy.",5
Bad job but difficult to rate.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67624620.htm,2.0,"Aug 6, 2022",Customer Relationship Advocate,"Former Employee, less than 1 year","Greenwood Village, CO",Pros,"They license you. You will think about this experience in future jobs and feel relief that you no longer work here. This job is probably more attainable than the vast majority of others job in ""finance"".",Cons,"Ultimately the job title is ""Customer Relationship Advocate"", so I can't fault Fidelity for being dishonest in anyway during recruiting. However, if you are a college graduate looking for a job, even if you failed other interviews, do not take this job if you want to enter a job that is A) financial and/or B) analytical.

Firstly, Fidelity will advertise the SIE/S7/S63 as a good way to begin your career and potentially jump to something else later. These licenses are required from a compliance standpoint, that is the only reason they require you to take them. These licenses will not land you a job as an analyst or impress anyone who actually knows what they are. If you are only joining to take these exams, I advise against this.

Close your eyes. Do you want to take phone calls all day every for the foreseeable future, with the only promotions available being other roles where you get a slight pay bump and take phone calls all day? This is your life after finishing licensing, and if you're like me you will be put on a 10-hour shift against your preference. 10 hours all day every day of talking to customers is not going to make you very desirable in any actual finance or analytical job.

This job is 97.5% customer service and 2.5% finance. Some might argue it is not finance at all, the most sophisticated thing you will do on a daily basis is place a stock order for a customer who is too lazy to do it themselves. You will get trainings on concepts that most customers understand through internet articles, or you will be trained on proprietary systems, nothing you can even place on a resume to show you as a desirable candidate for when you will want to leave.

This job is basically an office version of a factory assembly line. The second you finish a call you're onto the next, there is no opportunity to extend to any meaningful project that will help you get out of the perpetual call center. The job is designed to keep you working for them in a call center, they already licensed and trained you so this is most profitable for them. 

The only person I can see who would like this job is someone who worked in call centers in the past and sees this as an upgrade since they can call themselves a licensed broker etc.

For anyone who wishes to have career advancement outside of customer service or potentially their wealth management branch (you will start off a brand new role, continuing to do calls all day every day and maybe after 3-5 years get promoted to a branch), extend your job search and look elsewhere.

Lastly, the reason I put ""difficult to rate"" in the title is because I might seem naive for giving a poor rating to a customer service job since it doesn't offer promotions into analytical or financial jobs. But ultimately I can't give this job a good rating whatsoever because everyday was dreadful; never-ending phone calls with no hope for meaningful advancement.",12
Ya,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72412295.htm,5.0,"Jan 7, 2023",Customer Relationship Advocate,"Current Employee, less than 1 year","Smithfield, RI",Pros,Very good company to work for with a lot of benefits,Cons,The CRA role and the more call center roles are very monotonous,
Pretty good,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71342210.htm,4.0,"Nov 23, 2022",Wealth Management Service Representative,Current Employee,"Jersey City, NJ",Pros,"Great benefits, work from home positions available, nice people.",Cons,"My position is still being figured out, seems like we're taking on a lot of roles without the extra pay or commission",1
Be prepared to study,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71728721.htm,4.0,"Dec 8, 2022",Workplace Planning Associate,Former Employee,,Pros,Great culture Supportive management Hybrid model work environment,Cons,Hours of study outside of work hours Licensing is extremely difficult,
Great culture and family.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72598299.htm,5.0,"Jan 13, 2023","VP, Retirement Director","Current Employee, more than 10 years","Cincinnati, OH",Pros,"Benefits, Development, Leadership, Products and Services",Cons,Can feel very big at times,
"Ok place to work, nothing more or less",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71188341.htm,4.0,"Nov 17, 2022",Senior Business Analyst,"Current Employee, more than 3 years",,Pros,"Good work life balance, nice campuses, profit sharing, lots of W4H during Covid.",Cons,"Zero skill development, too many low IQ middle managers, promotions seem to be about kissing up than results",
Ok at best,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW70680070.htm,3.0,"Nov 1, 2022",Client Service Representative,"Current Employee, less than 1 year",,Pros,Culture is good. Breaks are plentiful. Benefits are ok. 401k match is excellent but they make you wait forever to get it.,Cons,"Mediocre pay, stressful work, dealing with customers non stop. It's a call center job.",1
Good place to get experience,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68984144.htm,3.0,"Sep 12, 2022",Investment Consultant,"Current Employee, more than 3 years","Jacksonville, FL",Pros,Decent matching and profit sharing. Good place to start out and gain experience.,Cons,"Low salary. Bonuses seem nice but bear in mind you only get one bonus per quarter, the low paychecks make it hard to save money. Micromanaged call center environment for sure. Company loves identity politics, I think trying to appeal to young employees.",
Very Employee Friendly,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71180559.htm,4.0,"Nov 17, 2022",Stock Plan Consultant,"Former Employee, more than 3 years","Fort Worth, TX",Pros,Great benefits and decent pay. A generous bonus system. They seem to truly care about their employees. There is much emphasis and encouragement on career advancement.,Cons,Some managers push their personal beliefs on people. A very liberal company that can be off-putting to more conservative people. Should not come up at work either way.,
